Days;Net_DP1;Net_RV1;Net_DP8;Net_DP2;Net_DP3;Net_DP4;Net_DP6;Net_DP7;Net_Porfolio;Cum_Net_DP1;Cum_Net_RV1;Cum_Net_DP8;Cum_Net_DP2;Cum_Net_DP3;Cum_Net_DP4;Cum_Net_DP6;Cum_Net_DP7;Cum_Net_Porfolio;Total_DP1;Total_RV1;Total_DP8;Total_DP2;Total_DP3;Total_DP4;Total_DP6;Total_DP7;Total_Porfolio
2023-08-03;0.0;95.0;0.0;0.0;0.0;-30.0;282.5;0.0;347.5;5112.5;-5170.0;3525.0;905.0;5737.5;8480.0;-3782.5;2220.0;17027.5;55112.5;44830.0;53525.0;50905.0;55737.5;58480.0;46217.5;52220.0;67027.5
2023-08-04;0.0;627.5;0.0;0.0;0.0;377.5;940.0;0.0;1945.0;5112.5;-4542.5;3525.0;905.0;5737.5;8857.5;-2842.5;2220.0;18972.5;55112.5;45457.5;53525.0;50905.0;55737.5;58857.5;47157.5;52220.0;68972.5
2023-08-07;0.0;247.5;0.0;0.0;0.0;122.5;-90.0;0.0;280.0;5112.5;-4295.0;3525.0;905.0;5737.5;8980.0;-2932.5;2220.0;19252.5;55112.5;45705.0;53525.0;50905.0;55737.5;58980.0;47067.5;52220.0;69252.5
2023-08-08;0.0;642.5;0.0;0.0;0.0;105.0;542.5;0.0;1290.0;5112.5;-3652.5;3525.0;905.0;5737.5;9085.0;-2390.0;2220.0;20542.5;55112.5;46347.5;53525.0;50905.0;55737.5;59085.0;47610.0;52220.0;70542.5
2023-08-09;0.0;47.5;0.0;0.0;0.0;-390.0;172.5;0.0;-170.0;5112.5;-3605.0;3525.0;905.0;5737.5;8695.0;-2217.5;2220.0;20372.5;55112.5;46395.0;53525.0;50905.0;55737.5;58695.0;47782.5;52220.0;70372.5
2023-08-10;0.0;-705.0;0.0;0.0;0.0;-267.5;-580.0;0.0;-1552.5;5112.5;-4310.0;3525.0;905.0;5737.5;8427.5;-2797.5;2220.0;18820.0;55112.5;45690.0;53525.0;50905.0;55737.5;58427.5;47202.5;52220.0;68820.0
2023-08-11;0.0;337.5;0.0;0.0;0.0;-525.0;280.0;0.0;92.5;5112.5;-3972.5;3525.0;905.0;5737.5;7902.5;-2517.5;2220.0;18912.5;55112.5;46027.5;53525.0;50905.0;55737.5;57902.5;47482.5;52220.0;68912.5
2023-08-14;0.0;80.0;0.0;0.0;0.0;-150.0;130.0;0.0;60.0;5112.5;-3892.5;3525.0;905.0;5737.5;7752.5;-2387.5;2220.0;18972.5;55112.5;46107.5;53525.0;50905.0;55737.5;57752.5;47612.5;52220.0;68972.5
2023-08-15;0.0;1052.5;0.0;0.0;0.0;715.0;1170.0;0.0;2937.5;5112.5;-2840.0;3525.0;905.0;5737.5;8467.5;-1217.5;2220.0;21910.0;55112.5;47160.0;53525.0;50905.0;55737.5;58467.5;48782.5;52220.0;71910.0
2023-08-16;0.0;365.0;0.0;0.0;0.0;240.0;490.0;0.0;1095.0;5112.5;-2475.0;3525.0;905.0;5737.5;8707.5;-727.5;2220.0;23005.0;55112.5;47525.0;53525.0;50905.0;55737.5;58707.5;49272.5;52220.0;73005.0
2023-08-17;0.0;-497.5;0.0;0.0;0.0;-390.0;-497.5;0.0;-1385.0;5112.5;-2972.5;3525.0;905.0;5737.5;8317.5;-1225.0;2220.0;21620.0;55112.5;47027.5;53525.0;50905.0;55737.5;58317.5;48775.0;52220.0;71620.0
2023-08-18;0.0;1095.0;0.0;0.0;0.0;720.0;837.5;0.0;2652.5;5112.5;-1877.5;3525.0;905.0;5737.5;9037.5;-387.5;2220.0;24272.5;55112.5;48122.5;53525.0;50905.0;55737.5;59037.5;49612.5;52220.0;74272.5
2023-08-21;0.0;47.5;0.0;0.0;0.0;360.0;172.5;0.0;580.0;5112.5;-1830.0;3525.0;905.0;5737.5;9397.5;-215.0;2220.0;24852.5;55112.5;48170.0;53525.0;50905.0;55737.5;59397.5;49785.0;52220.0;74852.5
2023-08-22;0.0;95.0;0.0;0.0;0.0;-30.0;-217.5;0.0;-152.5;5112.5;-1735.0;3525.0;905.0;5737.5;9367.5;-432.5;2220.0;24700.0;55112.5;48265.0;53525.0;50905.0;55737.5;59367.5;49567.5;52220.0;74700.0
2023-08-23;0.0;182.5;0.0;0.0;0.0;120.0;245.0;0.0;547.5;5112.5;-1552.5;3525.0;905.0;5737.5;9487.5;-187.5;2220.0;25247.5;55112.5;48447.5;53525.0;50905.0;55737.5;59487.5;49812.5;52220.0;75247.5
2023-08-24;0.0;47.5;0.0;0.0;0.0;-15.0;-635.0;0.0;-602.5;5112.5;-1505.0;3525.0;905.0;5737.5;9472.5;-822.5;2220.0;24645.0;55112.5;48495.0;53525.0;50905.0;55737.5;59472.5;49177.5;52220.0;74645.0
2023-08-25;0.0;-87.5;0.0;0.0;0.0;-525.0;100.0;0.0;-512.5;5112.5;-1592.5;3525.0;905.0;5737.5;8947.5;-722.5;2220.0;24132.5;55112.5;48407.5;53525.0;50905.0;55737.5;58947.5;49277.5;52220.0;74132.5
2023-08-28;0.0;365.0;0.0;0.0;0.0;240.0;490.0;0.0;1095.0;5112.5;-1227.5;3525.0;905.0;5737.5;9187.5;-232.5;2220.0;25227.5;55112.5;48772.5;53525.0;50905.0;55737.5;59187.5;49767.5;52220.0;75227.5
2023-08-29;0.0;322.5;0.0;0.0;0.0;197.5;-115.0;0.0;405.0;5112.5;-905.0;3525.0;905.0;5737.5;9385.0;-347.5;2220.0;25632.5;55112.5;49095.0;53525.0;50905.0;55737.5;59385.0;49652.5;52220.0;75632.5
2023-08-30;0.0;72.5;0.0;0.0;0.0;-15.0;135.0;0.0;192.5;5112.5;-832.5;3525.0;905.0;5737.5;9370.0;-212.5;2220.0;25825.0;55112.5;49167.5;53525.0;50905.0;55737.5;59370.0;49787.5;52220.0;75825.0
2023-08-31;0.0;437.5;0.0;0.0;0.0;250.0;437.5;0.0;1125.0;5112.5;-395.0;3525.0;905.0;5737.5;9620.0;225.0;2220.0;26950.0;55112.5;49605.0;53525.0;50905.0;55737.5;59620.0;50225.0;52220.0;76950.0
2023-09-01;0.0;230.0;0.0;0.0;0.0;105.0;-690.0;0.0;-355.0;5112.5;-165.0;3525.0;905.0;5737.5;9725.0;-465.0;2220.0;26595.0;55112.5;49835.0;53525.0;50905.0;55737.5;59725.0;49535.0;52220.0;76595.0
2023-09-05;0.0;47.5;0.0;0.0;0.0;-390.0;-277.5;0.0;-620.0;5112.5;-117.5;3525.0;905.0;5737.5;9335.0;-742.5;2220.0;25975.0;55112.5;49882.5;53525.0;50905.0;55737.5;59335.0;49257.5;52220.0;75975.0
2023-09-06;0.0;182.5;0.0;0.0;0.0;120.0;245.0;0.0;547.5;5112.5;65.0;3525.0;905.0;5737.5;9455.0;-497.5;2220.0;26522.5;55112.5;50065.0;53525.0;50905.0;55737.5;59455.0;49502.5;52220.0;76522.5
2023-09-07;0.0;-82.5;0.0;0.0;0.0;105.0;-152.5;0.0;-130.0;5112.5;-17.5;3525.0;905.0;5737.5;9560.0;-650.0;2220.0;26392.5;55112.5;49982.5;53525.0;50905.0;55737.5;59560.0;49350.0;52220.0;76392.5
2023-09-08;0.0;365.0;0.0;0.0;0.0;240.0;490.0;0.0;1095.0;5112.5;347.5;3525.0;905.0;5737.5;9800.0;-160.0;2220.0;27487.5;55112.5;50347.5;53525.0;50905.0;55737.5;59800.0;49840.0;52220.0;77487.5
2023-09-11;0.0;182.5;0.0;0.0;0.0;120.0;245.0;0.0;547.5;5112.5;530.0;3525.0;905.0;5737.5;9920.0;85.0;2220.0;28035.0;55112.5;50530.0;53525.0;50905.0;55737.5;59920.0;50085.0;52220.0;78035.0
2023-09-12;0.0;-635.0;0.0;0.0;0.0;-510.0;-635.0;0.0;-1780.0;5112.5;-105.0;3525.0;905.0;5737.5;9410.0;-550.0;2220.0;26255.0;55112.5;49895.0;53525.0;50905.0;55737.5;59410.0;49450.0;52220.0;76255.0
2023-09-13;0.0;367.5;0.0;0.0;0.0;480.0;555.0;0.0;1402.5;5112.5;262.5;3525.0;905.0;5737.5;9890.0;5.0;2220.0;27657.5;55112.5;50262.5;53525.0;50905.0;55737.5;59890.0;50005.0;52220.0;77657.5
2023-09-14;0.0;-135.0;0.0;0.0;0.0;-135.0;-72.5;0.0;-342.5;5112.5;127.5;3525.0;905.0;5737.5;9755.0;-67.5;2220.0;27315.0;55112.5;50127.5;53525.0;50905.0;55737.5;59755.0;49932.5;52220.0;77315.0
2023-09-15;0.0;680.0;0.0;0.0;0.0;480.0;867.5;0.0;2027.5;5112.5;807.5;3525.0;905.0;5737.5;10235.0;800.0;2220.0;29342.5;55112.5;50807.5;53525.0;50905.0;55737.5;60235.0;50800.0;52220.0;79342.5
2023-09-18;0.0;365.0;0.0;0.0;0.0;240.0;490.0;0.0;1095.0;5112.5;1172.5;3525.0;905.0;5737.5;10475.0;1290.0;2220.0;30437.5;55112.5;51172.5;53525.0;50905.0;55737.5;60475.0;51290.0;52220.0;80437.5
2023-09-19;0.0;-407.5;0.0;0.0;0.0;405.0;-345.0;0.0;-347.5;5112.5;765.0;3525.0;905.0;5737.5;10880.0;945.0;2220.0;30090.0;55112.5;50765.0;53525.0;50905.0;55737.5;60880.0;50945.0;52220.0;80090.0
2023-09-20;0.0;117.5;0.0;0.0;0.0;55.0;242.5;0.0;415.0;5112.5;882.5;3525.0;905.0;5737.5;10935.0;1187.5;2220.0;30505.0;55112.5;50882.5;53525.0;50905.0;55737.5;60935.0;51187.5;52220.0;80505.0
2023-09-21;0.0;430.0;0.0;0.0;0.0;242.5;55.0;0.0;727.5;5112.5;1312.5;3525.0;905.0;5737.5;11177.5;1242.5;2220.0;31232.5;55112.5;51312.5;53525.0;50905.0;55737.5;61177.5;51242.5;52220.0;81232.5
2023-09-22;0.0;130.0;0.0;0.0;0.0;-270.0;255.0;0.0;115.0;5112.5;1442.5;3525.0;905.0;5737.5;10907.5;1497.5;2220.0;31347.5;55112.5;51442.5;53525.0;50905.0;55737.5;60907.5;51497.5;52220.0;81347.5
2023-09-25;0.0;277.5;0.0;0.0;0.0;465.0;907.5;0.0;1650.0;5112.5;1720.0;3525.0;905.0;5737.5;11372.5;2405.0;2220.0;32997.5;55112.5;51720.0;53525.0;50905.0;55737.5;61372.5;52405.0;52220.0;82997.5
2023-09-26;0.0;-292.5;0.0;0.0;0.0;-285.0;-105.0;0.0;-682.5;5112.5;1427.5;3525.0;905.0;5737.5;11087.5;2300.0;2220.0;32315.0;55112.5;51427.5;53525.0;50905.0;55737.5;61087.5;52300.0;52220.0;82315.0
2023-09-27;0.0;-270.0;0.0;0.0;0.0;-645.0;-470.0;0.0;-1385.0;5112.5;1157.5;3525.0;905.0;5737.5;10442.5;1830.0;2220.0;30930.0;55112.5;51157.5;53525.0;50905.0;55737.5;60442.5;51830.0;52220.0;80930.0
2023-09-28;0.0;95.0;0.0;0.0;0.0;-30.0;345.0;0.0;410.0;5112.5;1252.5;3525.0;905.0;5737.5;10412.5;2175.0;2220.0;31340.0;55112.5;51252.5;53525.0;50905.0;55737.5;60412.5;52175.0;52220.0;81340.0
